title,year,doi,url,source_query,abstract,category,relevance_score,problem_claimed,mechanism_introduced,hidden_assumptions,failure_modes_ignored,what_makes_less_novel,what_it_leaves_open
Monte Carlo Motion Planning for Robot Trajectory Optimization Under Uncertainty,2018,10.1007/978-3-319-60916-4_20,https://doi.org/10.1007/978-3-319-60916-4_20,embodied uncertainty planning robot model disagreement,,uncertainty|planning-control,6,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Towards Domain-independent Biases for Action Selection in Robotic Task-planning under Uncertainty,2018,10.5220/0006578500850093,https://doi.org/10.5220/0006578500850093,robot foundation model uncertainty action planning,,uncertainty|planning-control,6,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Simultaneous Planning and Estimation Based on Physics Reasoning in Robot Manipulation,2018,10.1109/icra.2018.8463156,https://doi.org/10.1109/icra.2018.8463156,physics reasoning robot world models,,embodied-manipulation|planning-control,6,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Active Planning of Robot Navigation for 3D Scene Exploration,2018,10.1109/aim.2018.8452299,https://doi.org/10.1109/aim.2018.8452299,robot exploration uncertainty active learning,,active-probing|planning-control,6,planning with learned predictive models,active data acquisition,uncertainty scores are calibrated enough to guide action,"query cost, unsafe probes, and exploration bias",can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Decision-theoretic planning under uncertainty for multimodal human-robot interaction,2017,10.1109/roman.2017.8172391,https://doi.org/10.1109/roman.2017.8172391,embodied uncertainty planning robot model disagreement,,uncertainty|planning-control,6,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Implementation of Multi -Goal Motion Planning Under Uncertainty on a Mobile Robot,2017,10.1109/icrom.2017.8466202,https://doi.org/10.1109/icrom.2017.8466202,embodied uncertainty planning robot model disagreement,,uncertainty|planning-control,6,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Robot exploration in unknown cluttered environments when dealing with uncertainty,2017,10.1109/iris.2017.8250126,https://doi.org/10.1109/iris.2017.8250126,robot exploration uncertainty active learning,,uncertainty|active-probing,6,choosing robot actions under model uncertainty,active data acquisition,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Active Autonomous Aerial Exploration for Ground Robot Path Planning,2017,10.1109/lra.2017.2651163,https://doi.org/10.1109/lra.2017.2651163,robot exploration uncertainty active learning,,active-probing|planning-control,6,planning with learned predictive models,active data acquisition,uncertainty scores are calibrated enough to guide action,"query cost, unsafe probes, and exploration bias",can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
POMDP-lite for robust robot planning under uncertainty,2016,10.1109/icra.2016.7487754,https://doi.org/10.1109/icra.2016.7487754,embodied uncertainty planning robot model disagreement,,uncertainty|planning-control,6,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Safe exploration: Addressing various uncertainty levels in human robot interactions,2015,10.1109/acc.2015.7170779,https://doi.org/10.1109/acc.2015.7170779,robot exploration uncertainty active learning,,uncertainty|active-probing,6,choosing robot actions under model uncertainty,active data acquisition,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Comparison of two strategies of path planning for underwater robot navigation under uncertainty,2014,10.1109/icarcv.2014.7064424,https://doi.org/10.1109/icarcv.2014.7064424,embodied uncertainty planning robot model disagreement,,uncertainty|planning-control,6,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Uncertainty-constrained robot exploration: A mixed-integer linear programming approach,2014,10.1109/icra.2014.6906997,https://doi.org/10.1109/icra.2014.6906997,robot exploration uncertainty active learning,,uncertainty|active-probing,6,choosing robot actions under model uncertainty,active data acquisition,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Single Robot Exploration: Simultaneous Localization and Uncertainty Reduction on Maps (SLURM),2012,10.1109/crv.2012.36,https://doi.org/10.1109/crv.2012.36,robot exploration uncertainty active learning,,uncertainty|active-probing,6,choosing robot actions under model uncertainty,active data acquisition,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Minimum uncertainty robot navigation using information-guided POMDP planning,2011,10.1109/icra.2011.5979695,https://doi.org/10.1109/icra.2011.5979695,embodied uncertainty planning robot model disagreement,,uncertainty|planning-control,6,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Minimum uncertainty robot path planning using a POMDP approach,2010,10.1109/iros.2010.5650130,https://doi.org/10.1109/iros.2010.5650130,embodied uncertainty planning robot model disagreement,,uncertainty|planning-control,6,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Model Reference Adaptive Control for Robotic Manipulation with Kalman Active Observers,2009,10.5772/6428,https://doi.org/10.5772/6428,robotic active probing model disagreement,,active-probing|embodied-manipulation|planning-control,6,choosing robot actions under model uncertainty,active data acquisition,uncertainty scores are calibrated enough to guide action,"query cost, unsafe probes, and exploration bias",can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
The Efficient Computation Of Uncertainty Spaces For Sensor-based Robot Planning,2005,10.1109/iros.1988.593281,https://doi.org/10.1109/iros.1988.593281,embodied uncertainty planning robot model disagreement,,uncertainty|planning-control,6,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Accommodating Uncertainty in Covert and Overt Robot Path Planning,2005,10.1109/tencon.2005.300870,https://doi.org/10.1109/tencon.2005.300870,embodied uncertainty planning robot model disagreement,,uncertainty|planning-control,6,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
On mobile robots: A probabilistic model for the representation and manipulation of spatial uncertainty,2005,10.1109/robot.1987.1088048,https://doi.org/10.1109/robot.1987.1088048,contact-rich manipulation world model uncertainty,,uncertainty|embodied-manipulation,6,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Action control method for mobile robot considering uncertainty of information,2005,10.1109/iros.2005.1545098,https://doi.org/10.1109/iros.2005.1545098,robot foundation model uncertainty action planning,,uncertainty|planning-control,6,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Effects on uncertainty utilizing formation-planning in robot teams,2004,10.1016/s1474-6670(17)31943-2,https://doi.org/10.1016/s1474-6670(17)31943-2,embodied uncertainty planning robot model disagreement,,uncertainty|planning-control,6,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Representing uncertainty in robot task planning,2003,10.1109/robot.1988.12315,https://doi.org/10.1109/robot.1988.12315,embodied uncertainty planning robot model disagreement,,uncertainty|planning-control,6,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Formulation of planning of vision and motion for a mobile robot under uncertainty,2003,10.1109/icsyse.1992.236927,https://doi.org/10.1109/icsyse.1992.236927,embodied uncertainty planning robot model disagreement,,uncertainty|planning-control,6,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Applying uncertainty reasoning to planning sensing strategies in a robot workcell with multi-sensor capabilities,2003,10.1109/isic.1988.65418,https://doi.org/10.1109/isic.1988.65418,embodied uncertainty planning robot model disagreement,,uncertainty|planning-control,6,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Mobile robot path planning and position uncertainty reduction using view invariant regions,2003,10.1016/s1474-6670(17)33386-4,https://doi.org/10.1016/s1474-6670(17)33386-4,embodied uncertainty planning robot model disagreement,,uncertainty|planning-control,6,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Planning of vision and motion for a mobile robot using a probabilistic model of uncertainty,2002,10.1109/iros.1991.174483,https://doi.org/10.1109/iros.1991.174483,embodied uncertainty planning robot model disagreement,,uncertainty|planning-control,6,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Planning of vision-based navigation for a mobile robot under uncertainty,2002,10.1109/iros.1997.655162,https://doi.org/10.1109/iros.1997.655162,embodied uncertainty planning robot model disagreement,,uncertainty|planning-control,6,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Scheduling parallel execution of planning and action for a mobile robot considering planning cost and vision uncertainty,2002,10.1109/iros.1998.724675,https://doi.org/10.1109/iros.1998.724675,embodied uncertainty planning robot model disagreement,,uncertainty|planning-control,6,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
A numerical technique for planning motion strategies of a mobile robot in presence of uncertainty,2002,10.1109/robot.1995.525463,https://doi.org/10.1109/robot.1995.525463,embodied uncertainty planning robot model disagreement,,uncertainty|planning-control,6,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Modeling motion uncertainty of moving obstacles for robot motion planning,2002,10.1109/robot.2000.846363,https://doi.org/10.1109/robot.2000.846363,embodied uncertainty planning robot model disagreement,,uncertainty|planning-control,6,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Probabilistic Uncertainty Modeling of Obstacle Motion for Robot Motion Planning,2002,10.20965/jrm.2002.p0349,https://doi.org/10.20965/jrm.2002.p0349,embodied uncertainty planning robot model disagreement,"This paper describes a method of modeling the motion uncertainty of moving obstacles and its application to mobile robot motion planning. The method explicitly considers three sources of uncertainty: path ambiguity, velocity uncertainty, and observation uncertainty. In the uncertainty model, the position of an obstacle at a certain time point is represented by a probabilistic distribution over possible positions on each possible path of the moving obstacle. Using this model, the best robot motion is selected in a decision-theoretic way. By considering the distribution, not the range, of uncertainty, more efficient behavior of the robot is realized.",uncertainty|planning-control,6,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Dynamic global path planning with uncertainty for mobile robots in manufacturing,1997,10.1109/70.631237,https://doi.org/10.1109/70.631237,embodied uncertainty planning robot model disagreement,,uncertainty|planning-control,6,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Planning robot motion strategies under geometric uncertainty constraints,1994,10.1109/iros.1994.407436,https://doi.org/10.1109/iros.1994.407436,embodied uncertainty planning robot model disagreement,,uncertainty|planning-control,6,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
The Optimal Next Exploration: Uncertainty Minimization in Mobile Robot Self-Location,1992,10.1007/978-94-011-2526-0_50,https://doi.org/10.1007/978-94-011-2526-0_50,robot exploration uncertainty active learning,,uncertainty|active-probing,6,choosing robot actions under model uncertainty,active data acquisition,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Planning and executing robot assembly strategies in the presence of uncertainty,1990,10.1090/psapm/041/1079567,https://doi.org/10.1090/psapm/041/1079567,embodied uncertainty planning robot model disagreement,,uncertainty|planning-control,6,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
A geometric approach to error detection and recovery for robot motion planning with uncertainty,1988,10.1016/0004-3702(88)90056-2,https://doi.org/10.1016/0004-3702(88)90056-2,embodied uncertainty planning robot model disagreement,,uncertainty|planning-control,6,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Robot motion planning with uncertainty in the geometric models of the robot and environment: A formal framework for error detection and recovery,1986,10.1109/robot.1986.1087480,https://doi.org/10.1109/robot.1986.1087480,embodied uncertainty planning robot model disagreement,,uncertainty|planning-control,6,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Coordinated World Model Learning for Deep Space Robot Teams,2026,10.1109/aero66936.2026.11519895,https://doi.org/10.1109/aero66936.2026.11519895,robot world model ensemble disagreement,,world-model,5,choosing robot actions under model uncertainty,learned predictive representation,rollout errors preserve action-relevant structure,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
"QUAD: A Composite Risk Framework Integrating Uncertainty, Applicability Domain, and Model Disagreement for Reliable QSAR Predictions",2026,10.26434/chemrxiv.15000658/v1,https://doi.org/10.26434/chemrxiv.15000658/v1,robot world model ensemble disagreement,"Quantitative structure-activity relationship (QSAR) models are widely used to predict molecular bioactivity; however, conventional global performance metrics provide limited insight into the reliability of individual predictions. To address this limitation, we introduce QUAD, a post-hoc framework that integrates three complementary indicators of prediction risk: ensemble-based model uncertainty, applicability domain (AD) risk, and model disagreement. QUAD enables molecule-level reliability assessment without modification of the underlying predictive model. The framework was evaluated on two Alzheimer's disease-relevant targets, β-site amyloid precursor protein cleaving enzyme 1 (BACE1) and glycogen synthase kinase-3β (GSK3β), using ECFP4 fingerprints and Random Forest regression with fixed external train-test splits. Baseline models demonstrated consistent generalizability, with test-set",world-model|model-disagreement|uncertainty,5,choosing robot actions under model uncertainty,ensemble disagreement,uncertainty scores are calibrated enough to guide action,ensembles disagree numerically without identifying a physical test,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
"QUAD: A Composite Risk Framework Integrating Uncertainty, Applicability Domain, and Model Disagreement for Reliable QSAR Predictions",2026,10.26434/chemrxiv.15000658/v2,https://doi.org/10.26434/chemrxiv.15000658/v2,robot world model ensemble disagreement,"Quantitative structure-activity relationship (QSAR) models are widely used to predict molecular bioactivity; however, conventional global performance metrics provide limited insight into the reliability of individual predictions. To address this limitation, we introduce QUAD, a post-hoc framework that integrates three complementary indicators of prediction risk: ensemble-based model uncertainty, applicability domain (AD) risk, and model disagreement. QUAD enables molecule-level reliability assessment without modification of the underlying predictive model. The framework was evaluated on two Alzheimer's disease-relevant targets, β-site amyloid precursor protein cleaving enzyme 1 (BACE1) and glycogen synthase kinase-3β (GSK3β), using ECFP4 fingerprints and Random Forest regression with fixed external train-test splits. Baseline models demonstrated consistent generalizability, with test-set",world-model|model-disagreement|uncertainty,5,choosing robot actions under model uncertainty,ensemble disagreement,uncertainty scores are calibrated enough to guide action,ensembles disagree numerically without identifying a physical test,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Fast Convex Model Predictive Trajectory Planning for Robot-Assisted Landings,2026,10.21203/rs.3.rs-9428133/v1,https://doi.org/10.21203/rs.3.rs-9428133/v1,embodied uncertainty planning robot model disagreement,"Abstract Robot-assisted landings for aircrafts which are able to take off and land vertically offer the capability to speed up and automate landing and turnaround processes and are particularly advantageous for challenging landing conditions such as wind gusts or a moving landing platform. To perform an assisted landing, a precise and robust control approach is required, covering movement synchronization, catching and decelerating. In this paper a novel approach on model predictive trajectory planning for robot-assisted landings of unmanned aerial vehicles is designed, implemented and analyzed. The approach enables an unmanned aerial vehicle to be caught in hovering flight state using a 6-axis robotic arm with a positive-locking gripper. The trajectory planning utilizes a simplified robot model assuming an approximately linear mapping between Cartesian velocities and joint velocities, ju",planning-control,5,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
A Multisensory Active Perception Approach for Robotic Manipulation,2026,10.1007/978-981-95-3044-1_11,https://doi.org/10.1007/978-981-95-3044-1_11,robotic active probing model disagreement,,active-probing|embodied-manipulation,5,choosing robot actions under model uncertainty,active data acquisition,uncertainty scores are calibrated enough to guide action,"query cost, unsafe probes, and exploration bias",can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Contributions to active visual estimation and control of robotic systems,2026,10.70675/f58200cbzd6fdz4f03za579zc0ee87a6aee3,https://doi.org/10.70675/f58200cbzd6fdz4f03za579zc0ee87a6aee3,robotic active probing model disagreement,"Contributions à la perception active et à la commande de systèmes robotiques L'exécution d'une expérience scientifique est un processus qui nécessite une phase de préparation minutieuse et approfondie. Le but de cette phase est de s'assurer que l'expérience donne effectivement le plus de renseignements possibles sur le processus que l'on est en train d'observer, de manière à minimiser l'effort (en termes, par exemple, du nombre d'essais ou de la durée de chaque expérience) nécessaire pour parvenir à une conclusion digne de confiance. De manière similaire, la perception est un processus actif dans lequel l'agent percevant (que ce soit un humain, un animal ou un robot) fait de son mieux pour maximiser la quantité d'informations acquises sur l'environnement en utilisant ses capacités de détection et ses ressources limitées. Dans de nombreuses applications robotisées, l'état d'un robot peut ",active-probing|planning-control,5,choosing robot actions under model uncertainty,active data acquisition,uncertainty scores are calibrated enough to guide action,"query cost, unsafe probes, and exploration bias",can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
ADR-PNAS: A Novel Sim-to-Real Transfer Approach for Robotic Manipulation Tasks,2026,10.1109/tro.2025.3644950,https://doi.org/10.1109/tro.2025.3644950,sim-to-real world model ensemble robot,,embodied-manipulation|sim2real,5,transfer under dynamics mismatch,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
A Lightweight Physics-Informed Neural Network for Sim-to-Real of Biped Robot,2026,10.1109/lra.2025.3632659,https://doi.org/10.1109/lra.2025.3632659,sim-to-real world model ensemble robot,,sim2real,5,transfer under dynamics mismatch,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Hierarchical control framework for multi-legged extraterrestrial exploration robot based on model predictive and virtual model control,2026,10.1007/s42064-025-0290-4,https://doi.org/10.1007/s42064-025-0290-4,model predictive control ensemble disagreement robot,,active-probing|planning-control,5,choosing robot actions under model uncertainty,active data acquisition,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Safe Uncertainty-Aware Learning Framework for Robotic Suturing,2026,10.1109/tmrb.2025.3646752,https://doi.org/10.1109/tmrb.2025.3646752,active learning robotics uncertainty ensemble,,uncertainty,5,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Swarm Robotics : distributed Online Learning in the realm of Active Matter,2026,10.70675/b815b164z178ez4241zb2c8ze110ce204af5,https://doi.org/10.70675/b815b164z178ez4241zb2c8ze110ce204af5,active learning robotics uncertainty ensemble,"Robotique en essaim : apprentissage en ligne distribué dans le domaine de la matière active Avec la miniaturisation des composants électroniques et l’augmentation des performances des CPU / GPU modernes, il devient techniquement possible de développer de petits robots capables de travailler en essaims de centaines ou de milliers d’unités. Lorsque l’on considère des systèmes composés d’un grand nombre de robots indépendants en interaction, l’individualité s’efface devant le collectif, et le comportement global de l’ensemble doit émerger de règles locales. Comprendre la dynamique d’un grand nombre d’unités en interaction devient une connaissance clé pour concevoir des essaims robotiques contrôlables et efficaces. Ce sujet est au cœur du domaine de la matière active, dans lequel les systèmes d’intérêt présentent des effets collectifs émergeant d’interactions physiques sans calcul. Cette thè",model-disagreement|active-probing,5,choosing robot actions under model uncertainty,ensemble disagreement,uncertainty scores are calibrated enough to guide action,"query cost, unsafe probes, and exploration bias",can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Learning geometric reasoning for multi-robot task and motionplanning,2026,10.70675/0ed70a68z6ee8z499azad5bze70e968862c8,https://doi.org/10.70675/0ed70a68z6ee8z499azad5bze70e968862c8,physics reasoning robot world models,"Méthodes d'apprentissage de raisonnement géometrique pour la planification de tâches et de mouvements multi-robots. Cette thèse, intitulée ""Learning Geometric Reasoning for Multi-Robot Task and Motion Planning"", se concentre sur l'amélioration de la planification des tâches et des mouvements (Task and Motion Planning - TAMP) en robotique en utilisant l'apprentissage automatique pour le raisonnement géométrique. La planification des tâches et des mouvements est une problématique clé en robotique, particulièrement pour la manipulation d'objets dans des environnements complexes et encombrés. Cette tâche est difficile en raison de la complexité combinatoire des problèmes de planification et du coût computationnel élevé des planificateurs géométriques. L’objectif principal de cette thèse est de réduire cette complexité et d'améliorer l'efficacité des algorithmes de planification en intégrant ",embodied-manipulation|planning-control,5,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Developmental reasoning and planning with robot through enactive interaction with human,2026,10.70675/f24c7e09z3756z4f33z90c6z74d9e7cefce0,https://doi.org/10.70675/f24c7e09z3756z4f33z90c6z74d9e7cefce0,physics reasoning robot world models,"Raisonnement et planification développementale d’un robot via une interaction enactive avec un humain Que cela soit par des automates puis par des robots, l'Homme a été fasciné par des machines pouvant exécuter des tâches pour lui, dans de nombreux domaines, comme l'industrie ou les services : c'est ce dernier domaine qui nous sert de contexte. Ainsi, nous avons utilisé une approche développementale, où le robot se doit d'apprendre de nouvelles tâches au cours de sa vie. Inspiré par des théories sur le développement de l'enfant, nous avons extrait les concepts intéressants pour les implémenter sur une plateforme robotique humanoïde : l'iCub. L'acquisition du langage est une première étape, où la capacité à classifier les mots, de classes ouvertes et de classes fermées permet d'obtenir une syntaxe qui aide l'enfant à construire le lien entre une phrase et son sens. Cette méthode a été imp",active-probing|planning-control,5,planning with learned predictive models,active data acquisition,uncertainty scores are calibrated enough to guide action,"query cost, unsafe probes, and exploration bias",can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Towards safe robot arm motion close to humans,2026,10.70675/e7db687bz58b8z4392z994dz74e3c85e6a6e,https://doi.org/10.70675/e7db687bz58b8z4392z994dz74e3c85e6a6e,safe probing robot manipulation uncertainty,"Vers des mouvements sûrs pour un bras robotique opérant à proximité d'humains Les robots collaboratifs offrent de nouvelles possibilités d’utilisation des robots dans les espaces de travail partagés avec les humains. Ces robots peuvent interagir avec leur environnement et assister les êtres humains dans leurs tâches de manière plus sûre que les robots industriels standard. Ils doivent être rapides, précis et efficaces dans l’accomplissement de leurs tâches. Cependant, leur force peut en faire des outils dangereux pour les personnes. Par conséquent, pour assurer la sécurité, ils sont souvent utilisés de manière sous-optimale.L’objectif de ce travail est d’assurer la sécurité d’un humain interagissant avec un robot effectuant un ensemble de tâches. Il est plus particulièrement axé sur la génération de trajectoires sans collision. Le robot doit être capable d’anticiper le mouvement de l’hom",model-disagreement|active-probing,5,choosing robot actions under model uncertainty,ensemble disagreement,uncertainty scores are calibrated enough to guide action,"query cost, unsafe probes, and exploration bias",can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Two-arm Manipulation : from Manipulators to Enhanced Human-Robot Collaboration,2026,10.70675/734199cdz7a0cz497bz98dbz213b677238a1,https://doi.org/10.70675/734199cdz7a0cz497bz98dbz213b677238a1,safe probing robot manipulation uncertainty,"Contribution à la manipulation à deux bras : des manipulateurs à la collaboration homme-robot Cette thèse est consacrée à l'étude de la manipulation et de la coordination robotique à deux bras ayant pour objectif le développement d'une approche unifiée dont différentes tâches seront décrites dans le même formalisme. Afin de fournir un cadre théorique compact et rigoureux, les techniques présentées utilisent les quaternions duaux afin de représenter les différents aspects de la modélisation cinématique ainsi que de la commande.Une nouvelle représentation de la manipulation à deux bras est proposée - l'espace dual des tâches de coopération - laquelle exploite l'algèbre des quaternions duaux afin d'unifier les précédentes approches présentées dans la littérature. La méthode est étendue pour prendre en compte l'ensemble des chaînes cinématiques couplées incluant la simulation d'un manipulate",model-disagreement|embodied-manipulation,5,choosing robot actions under model uncertainty,ensemble disagreement,uncertainty scores are calibrated enough to guide action,ensembles disagree numerically without identifying a physical test,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Temporal models of motions and forces for Human-Robot Interactive manipulation,2026,10.70675/480cc701z89d9z4f20zaf1cz09e4b9451e0d,https://doi.org/10.70675/480cc701z89d9z4f20zaf1cz09e4b9451e0d,safe probing robot manipulation uncertainty,"Modèles temporels du mouvement et des forces pour la manipulation Interactive Homme-Robot L'intérêt pour la robotique a débuté dans les années 70 et depuis les robots n'ont cessé de remplacer les humains dans l'industrie. L'automatisation à outrance n'apporte cependant pas que des avantages, car elle nécessite des environnements parfaitement contrôlés et la reprogrammation d'une tâche est longue et fastidieuse. Le besoin accru d'adaptabilité et de ré-utilisabilité des systèmes d'assemblage force la robotique à se révolutionner en amenant notamment l'homme et le robot à interagir. Ce nouveau type de collaboration permet de combiner les forces respectives des humains et des robots. Cependant l'homme ne pourra être inclus en tant qu'agent actif dans ces nouveaux espaces de travail collaboratifs que si l'on dispose de robots sûrs, intuitifs et facilement reprogrammables. C'est à la lumière d",active-probing|embodied-manipulation,5,choosing robot actions under model uncertainty,active data acquisition,uncertainty scores are calibrated enough to guide action,"query cost, unsafe probes, and exploration bias",can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
