title,year,doi,url,source_query,abstract,category,relevance_score,problem_claimed,mechanism_introduced,hidden_assumptions,failure_modes_ignored,what_makes_less_novel,what_it_leaves_open
Quadruped Robot Locomotion Control Via Model Predictive Control and Gaussian Process Disturbance Compensation,2025,10.23919/iccas66577.2025.11301306,https://doi.org/10.23919/iccas66577.2025.11301306,model predictive control ensemble disagreement robot,,planning-control,4,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Shield Sequential Quadratic Programming Model Predictive Control with Application to Safety-Critical Control of Mobile Robot,2025,10.1109/icus66297.2025.11295064,https://doi.org/10.1109/icus66297.2025.11295064,model predictive control ensemble disagreement robot,,planning-control,4,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
A Survey on Application of Data-driven Model Predictive Control in Robot Control,2025,10.54254/2755-2721/2025.tj23009,https://doi.org/10.54254/2755-2721/2025.tj23009,model predictive control ensemble disagreement robot,"Robotics has rapidly advanced, revolutionizing manufacturing, healthcare, agriculture, and logistics industries. These advances have enabled robots to perform increasingly complex tasks with greater efficiency and adaptability. However, robotic control remains a major challenge due to robotic systems' complex dynamics, nonlinearities, and uncertainties. Traditional control methods often rely on accurate mathematical models, which are difficult to obtain for complex robots. Data-driven model predictive control (DD-MPC) is a promising solution that overcomes the limitations of traditional methods by leveraging data to learn system dynamics. Unlike model-free methods that lack safety guarantees or model-based methods that struggle with complexity, DD-MPC offers a balance between flexibility and performance. It facilitates real-time optimization, adeptly manages multifaceted constraints, and",planning-control,4,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Model Predictive Control for Redundant Robot Arms with Real-Time Obstacle Avoidance,2025,10.1109/raiic65850.2025.11170122,https://doi.org/10.1109/raiic65850.2025.11170122,model predictive control ensemble disagreement robot,,planning-control,4,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Hey Robot! Personalizing Robot Navigation Through Model Predictive Control with a Large Language Model,2025,10.1109/icra55743.2025.11128826,https://doi.org/10.1109/icra55743.2025.11128826,model predictive control ensemble disagreement robot,,planning-control,4,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Kalman filter based constrained adaptive model predictive visual servoing control of continuum robot manipulators for non-cooperative target tracking,2025,10.2139/ssrn.5736549,https://doi.org/10.2139/ssrn.5736549,model predictive control ensemble disagreement robot,,planning-control,4,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Probabilistic Trajectory Generation Based on Distributed Model Predictive Control for Multi-Robot Systems,2025,10.1109/ccdc65474.2025.11090638,https://doi.org/10.1109/ccdc65474.2025.11090638,model predictive control ensemble disagreement robot,,planning-control,4,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
A Model Predictive Control Approach to Trajectory Tracking With Human-Robot Collision Avoidance,2025,10.1109/ccta53793.2025.11151508,https://doi.org/10.1109/ccta53793.2025.11151508,model predictive control ensemble disagreement robot,,planning-control,4,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Nonlinear Model Predictive Control for Free Floating Soft Space Robot System,2025,10.1109/isparo66239.2025.11436644,https://doi.org/10.1109/isparo66239.2025.11436644,model predictive control ensemble disagreement robot,,planning-control,4,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Research on Motion Control Method of Wheeled Robot Based on Model Predictive Control (MPC),2025,10.1109/icpics66386.2025.11347206,https://doi.org/10.1109/icpics66386.2025.11347206,model predictive control ensemble disagreement robot,,planning-control,4,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Safe Driving in Uncertainty: A Transformer-Based World Model for Caution-Constrained Reinforcement Learning,2025,10.2139/ssrn.5361834,https://doi.org/10.2139/ssrn.5361834,contact-rich manipulation world model uncertainty,,world-model|uncertainty,4,choosing robot actions under model uncertainty,learned predictive representation,rollout errors preserve action-relevant structure,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
VibeCheck: Using Active Acoustic Tactile Sensing for Contact-Rich Manipulation,2025,10.1109/iros60139.2025.11246133,https://doi.org/10.1109/iros60139.2025.11246133,contact-rich manipulation world model uncertainty,,active-probing|embodied-manipulation,4,embodied prediction under contact ambiguity,active data acquisition,contact observations are timely and geometrically aligned,"query cost, unsafe probes, and exploration bias",can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Active Admittance Control With Iterative Learning for General-Purpose Contact-Rich Manipulation,2025,10.1109/tie.2024.3443965,https://doi.org/10.1109/tie.2024.3443965,contact-rich manipulation world model uncertainty,,active-probing|embodied-manipulation|planning-control,4,embodied prediction under contact ambiguity,active data acquisition,contact observations are timely and geometrically aligned,"query cost, unsafe probes, and exploration bias",can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
GR-2: A Generative Video-Language-Action Model for Robot Manipulation,2025,10.59350/m5s7m-3kd85,https://doi.org/10.59350/m5s7m-3kd85,robot foundation model uncertainty action planning,"Introduction GR-2 is a cutting-edge generative model designed for versatile and generalisable robot manipulation, developed by the Robotics Research Team at ByteDance Research. It represents a significant step forward in robotics, enabling robots to execute a wide range of manipulation tasks in various environments.",embodied-manipulation,4,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Safe and Efficient Robot Action Planning in the Presence of Unconcerned Humans,2025,10.23919/acc63710.2025.11108106,https://doi.org/10.23919/acc63710.2025.11108106,robot foundation model uncertainty action planning,,planning-control,4,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
GR-2: A Generative Video-Language-Action Model for Robot Manipulation,2025,10.59350/18ct2-xbf,https://doi.org/10.59350/18ct2-xbf,robot foundation model uncertainty action planning,Let’s explore GR-2 together.,embodied-manipulation,4,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Scene Graph-Driven Reasoning for Action Planning of Humanoid Robot,2025,10.2139/ssrn.5370686,https://doi.org/10.2139/ssrn.5370686,robot foundation model uncertainty action planning,,planning-control,4,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Research on Robot Action Planning Based on Chatcliport,2025,10.1109/iccect64621.2025.11339576,https://doi.org/10.1109/iccect64621.2025.11339576,robot foundation model uncertainty action planning,,planning-control,4,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Uncertainty Calibration in Molecular Machine Learning: Comparing Evidential and Ensemble Approaches,2025,10.26434/chemrxiv-2025-fx019-v2,https://doi.org/10.26434/chemrxiv-2025-fx019-v2,active learning robotics uncertainty ensemble,"Machine learning (ML) models are increasingly used in quantum chemistry, but their reliability hinges on uncertainty quantification (UQ). In this study, we compare two prominent UQ paradigms—Deep Evidential Regression (DER) and Deep Ensembles—on the QM9 and WS22 datasets, with a specific emphasis on the role of post hoc calibration. Raw uncertainties from both methods were systematically miscalibrated: DER produced uncertainty estimates where data noise and model uncertainty were not cleanly separated, while ensembles produced sharper yet underconfident estimates. Applying calibration techniques such as isotonic regression, standard scaling, and GP-Normal corrected these deficiencies, aligning predicted variances with observed errors. On QM9, calibration enabled DER to filter high-confidence predictions more effectively than ensembles. On WS22, calibrated ensembles not only improved stat",model-disagreement|uncertainty|active-probing,4,choosing robot actions under model uncertainty,ensemble disagreement,uncertainty scores are calibrated enough to guide action,"query cost, unsafe probes, and exploration bias",can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Uncertainty-Gated Ensemble Learning for Alloy Transition Control in Investment Casting,2025,10.2139/ssrn.5976144,https://doi.org/10.2139/ssrn.5976144,active learning robotics uncertainty ensemble,,model-disagreement|uncertainty|planning-control,4,choosing robot actions under model uncertainty,ensemble disagreement,uncertainty scores are calibrated enough to guide action,ensembles disagree numerically without identifying a physical test,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Optimizing exploration with a new uncertainty framework for active SLAM systems,2025,10.1016/j.robot.2025.105059,https://doi.org/10.1016/j.robot.2025.105059,active learning robotics uncertainty ensemble,,uncertainty|active-probing,4,choosing robot actions under model uncertainty,active data acquisition,uncertainty scores are calibrated enough to guide action,"query cost, unsafe probes, and exploration bias",can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
DLF: A Deep Active Ensemble Learning Framework for Test Case Generation,2025,10.3390/info16121109,https://doi.org/10.3390/info16121109,active learning robotics uncertainty ensemble,"High-quality test cases are vital for ensuring software reliability and security. However, existing symbolic execution tools generally rely on single-path search strategies, have limited feature extraction capability, and exhibit unstable model predictions. These limitations make them prone to local optima in complex or cross-scenario tasks and hinder their ability to balance testing quality with execution efficiency. To address these challenges, this paper proposes a Deep Active Ensemble Learning Framework for symbolic execution path exploration. During training, the framework integrates active learning with ensemble learning to reduce annotation costs and improve model robustness, while constructing a heterogeneous model pool to leverage complementary model strengths. In the testing stage, a dynamic ensemble mechanism based on sample similarity adaptively selects the optimal predictive",world-model|model-disagreement|active-probing|planning-control,4,choosing robot actions under model uncertainty,ensemble disagreement,uncertainty scores are calibrated enough to guide action,"query cost, unsafe probes, and exploration bias",can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
WITHDRAWN: The Physics of Thought: Reasoning as Thermodynamic Relaxation in Generative Models,2025,10.21203/rs.3.rs-8426467/v1,https://doi.org/10.21203/rs.3.rs-8426467/v1,physics reasoning robot world models,"Abstract Large language models exhibit strong reasoning abilities through chain-of-thought generation, yet the mechanisms underlying these processes remain poorly understood. We propose a thermodynamic framework that models reasoning as energy minimization in learned landscapes, establishing formal links between statistical physics and emergent reasoning. Token sequences correspond to microstates, reasoning trajectories follow energy relaxation dynamics, and metacognitive uncertainty arises from entropy gradients. We implement energy-enhanced transformers that explicitly parameterize local energy landscapes, enabling real-time confidence estimation and early termination. Theoretically, we show that chain-of-thought generation minimizes a free-energy functional F (x) = E(x) − T S(x), balancing accuracy and exploration. Empirically, free-energy reduction robustly predicts reasoning success",uncertainty|active-probing,4,choosing robot actions under model uncertainty,active data acquisition,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Agent-Based Control of Robot Behavior Using Reasoning Language Models,2025,10.1134/s0005117925601101,https://doi.org/10.1134/s0005117925601101,physics reasoning robot world models,,planning-control,4,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
"Robots for learning: an exploration of teacher roles, perceptions, and challenges in robot-mediated learning",2025,10.3389/frobt.2025.1441382,https://doi.org/10.3389/frobt.2025.1441382,robot exploration uncertainty active learning,"With the increasing popularity of robots for learning, many educational organizations are using telepresence robots for the purpose of remote education. However, as robot-mediated learning is important for the learning experiences of remote and local interactants, it is also important to understand teacher roles and robot design features needed to facilitate these roles in robot-mediated learning experiences. In this paper, we present findings from analysis of a national, multi-case study, where we explore how ( N = 60) K-12 teachers perceive their roles in teaching hybrid classrooms where a remote learner used a robot to attend a physical classroom with in-person classmates. This paper presents a qualitative study of the perceived roles for teachers in hybrid classrooms where a remote learner uses a telepresence robot to participate in learning activities. In 46 semi-structured intervie",active-probing,4,choosing robot actions under model uncertainty,active data acquisition,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Active Robot Curriculum Learning from Online Human Demonstrations,2025,10.1109/hri61500.2025.10974044,https://doi.org/10.1109/hri61500.2025.10974044,robot exploration uncertainty active learning,,active-probing,4,choosing robot actions under model uncertainty,active data acquisition,uncertainty scores are calibrated enough to guide action,"query cost, unsafe probes, and exploration bias",can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Energy-Aware Multi-Robot Exploration and Coverage in Fragmented Unknown Environments Using Collaborative Reinforcement Learning,2025,10.2139/ssrn.5767934,https://doi.org/10.2139/ssrn.5767934,robot exploration uncertainty active learning,,active-probing,4,choosing robot actions under model uncertainty,active data acquisition,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
SafeMimic: Towards Safe and Autonomous Human-to-Robot Imitation for Mobile Manipulation,2025,10.15607/rss.2025.xxi.128,https://doi.org/10.15607/rss.2025.xxi.128,safe probing robot manipulation uncertainty,,embodied-manipulation,4,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Semantically Safe Robot Manipulation: From Semantic Scene Understanding to Motion Safeguards,2025,10.1109/lra.2025.3553046,https://doi.org/10.1109/lra.2025.3553046,safe probing robot manipulation uncertainty,,embodied-manipulation,4,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Adaptable Distributed Vision System for Robot Manipulation Tasks,2025,10.5220/0013115600003912,https://doi.org/10.5220/0013115600003912,safe probing robot manipulation uncertainty,,embodied-manipulation,4,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Safe Reinforcement Learning for Human-Robot Shared Control,2025,10.36227/techrxiv.176231756.64573080/v1,https://doi.org/10.36227/techrxiv.176231756.64573080/v1,safe probing robot manipulation uncertainty,,planning-control,4,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
An Optimization Formulation for Robot Manipulation and Locomotion with Model-based or Data-driven Method,2025,10.14711/thesis-hdl152428,https://doi.org/10.14711/thesis-hdl152428,safe probing robot manipulation uncertainty,,embodied-manipulation,4,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
"Disagreement, Subjective Uncertainty, and the Stock Market",2024,10.2139/ssrn.4921479,https://doi.org/10.2139/ssrn.4921479,embodied uncertainty planning robot model disagreement,,model-disagreement|uncertainty,4,choosing robot actions under model uncertainty,ensemble disagreement,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Forecast Disagreement about Firm-level Profitability and Uncertainty,2024,10.2139/ssrn.4749570,https://doi.org/10.2139/ssrn.4749570,embodied uncertainty planning robot model disagreement,,model-disagreement|uncertainty,4,choosing robot actions under model uncertainty,ensemble disagreement,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Reaction of the U.S. Treasury Market to Economic News When Intrapersonal Uncertainty and Interpersonal Disagreement are High,2024,10.2139/ssrn.4711379,https://doi.org/10.2139/ssrn.4711379,embodied uncertainty planning robot model disagreement,,model-disagreement|uncertainty,4,choosing robot actions under model uncertainty,ensemble disagreement,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Cyclicality of uncertainty and disagreement,2024,10.1016/j.jmoneco.2023.12.002,https://doi.org/10.1016/j.jmoneco.2023.12.002,embodied uncertainty planning robot model disagreement,,model-disagreement|uncertainty,4,choosing robot actions under model uncertainty,ensemble disagreement,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Developing a Safety Motion Planning Model for General Users Based on Motion Planning with Speed Variation in Human-Industrial Robot Collaboration (HIRC),2024,10.1145/3610978.3640602,https://doi.org/10.1145/3610978.3640602,embodied uncertainty planning robot model disagreement,,planning-control,4,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Human-Aware Robot Trajectory Planning with Hybrid Candidate Generation: Leveraging a Pedestrian Motion Model for Diverse Trajectories,2024,10.1109/romoco60539.2024.10604413,https://doi.org/10.1109/romoco60539.2024.10604413,embodied uncertainty planning robot model disagreement,,planning-control,4,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Active Vapor-Based Robotic Wiper,2024,10.1109/irc63610.2024.00049,https://doi.org/10.1109/irc63610.2024.00049,robotic active probing model disagreement,,active-probing,4,choosing robot actions under model uncertainty,active data acquisition,uncertainty scores are calibrated enough to guide action,"query cost, unsafe probes, and exploration bias",can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Vision-based tactile sensor development and application in robotics,2024,10.14711/thesis-991013270757903412,https://doi.org/10.14711/thesis-991013270757903412,visual tactile world model ensemble robotics,,embodied-manipulation,4,embodied prediction under contact ambiguity,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
"Vision-based tactile sensing for robotics : principle, process and practice",2024,10.14711/thesis-991013319959003412,https://doi.org/10.14711/thesis-991013319959003412,visual tactile world model ensemble robotics,,embodied-manipulation,4,embodied prediction under contact ambiguity,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Marker or Markerless? Mode-Switchable Optical Tactile Sensing for Diverse Robot Tasks,2024,10.1109/lra.2024.3448208,https://doi.org/10.1109/lra.2024.3448208,visual tactile world model ensemble robotics,,embodied-manipulation,4,embodied prediction under contact ambiguity,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Autonomous Blood Suction for Robot-Assisted Surgery: A Sim-to-Real Reinforcement Learning Approach_supp1-3421191.mp4,2024,10.1109/lra.2024.3421191/mm1,https://doi.org/10.1109/lra.2024.3421191/mm1,sim-to-real world model ensemble robot,,sim2real,4,transfer under dynamics mismatch,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Exploring the Impact of Geometric Model Fidelity on the Sim-to-Real Gap in Visual Robot Perception,2024,10.1007/978-3-031-74485-3_34,https://doi.org/10.1007/978-3-031-74485-3_34,sim-to-real world model ensemble robot,,sim2real,4,transfer under dynamics mismatch,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Deep Reinforcement Learning for Sim-to-Real Transfer in a Humanoid Robot Barista,2024,10.1109/robio64047.2024.10907454,https://doi.org/10.1109/robio64047.2024.10907454,sim-to-real world model ensemble robot,,sim2real,4,transfer under dynamics mismatch,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Sim-to-Real Transfer in Robotics: Addressing the Gap between Simulation and Real-World Performance,2024,10.54660/.ijfmr.2024.5.1.33-39,https://doi.org/10.54660/.ijfmr.2024.5.1.33-39,sim-to-real world model ensemble robot,"Sim-to-real transfer in robotics remains a significant challenge due to the inherent differences between simulated environments and real-world conditions, often leading to performance degradation when models are deployed in practical applications. This paper reviews the current state of sim-to-real transfer, exploring the key challenges such as sensor noise, domain shifts, and modeling inaccuracies contributing to this performance gap. The paper also examines existing techniques, including domain adaptation, reinforcement learning, and hybrid approaches, and discusses their limitations. To address these issues, we propose a novel framework that emphasizes the development of more realistic simulation environments and the integrating of adaptive learning strategies for continuous model refinement during real-world deployment. This framework aims to improve the robustness and adaptability o",sim2real,4,transfer under dynamics mismatch,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
BENCHMARKING MODEL PREDICTIVE CONTROL AND REINFORCEMENT LEARNING FOR LEGGED ROBOT LOCOMOTION,2024,10.37099/mtu.dc.etdr/1677,https://doi.org/10.37099/mtu.dc.etdr/1677,model predictive control ensemble disagreement robot,,planning-control,4,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Improving Robot Safety and Efficiency: Integrating Reachability-Based Trajectory Design with Nonlinear Model Predictive Control,2024,10.2139/ssrn.5051724,https://doi.org/10.2139/ssrn.5051724,model predictive control ensemble disagreement robot,,planning-control,4,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Research on Robot Attitude Control Strategy Based on Model Predictive Control,2024,10.3901/jme.2024.19.088,https://doi.org/10.3901/jme.2024.19.088,model predictive control ensemble disagreement robot,,planning-control,4,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
A Predictive Model of Human Movements based on Model Predictive Control for Human-Robot Interaction,2024,10.1109/aim55361.2024.10637233,https://doi.org/10.1109/aim55361.2024.10637233,model predictive control ensemble disagreement robot,,world-model|planning-control,4,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Research on Model Predictive Control of Quadruped Robot Based on Improved Single Rigid Body Dynamics Model,2024,10.1109/ccdc62350.2024.10588014,https://doi.org/10.1109/ccdc62350.2024.10588014,model predictive control ensemble disagreement robot,,world-model|planning-control,4,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Velocity Tracking Control for Bipedal Robot Based on Model Predictive Control,2024,10.1109/icacr62205.2024.11053729,https://doi.org/10.1109/icacr62205.2024.11053729,model predictive control ensemble disagreement robot,,planning-control,4,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Chapter 4 Robot Arm Time Series Predictive Control,2024,10.1051/978-2-7598-3510-2.c006,https://doi.org/10.1051/978-2-7598-3510-2.c006,model predictive control ensemble disagreement robot,,planning-control,4,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Chapter 4 Robot Arm Time Series Predictive Control,2024,10.1051/978-2-7598-3509-6.c006,https://doi.org/10.1051/978-2-7598-3509-6.c006,model predictive control ensemble disagreement robot,,planning-control,4,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Observer-Based Hybrid Event-Triggered Model Predictive Tracking Control for Mecanum-Wheeled Mobile Robot,2024,10.2139/ssrn.4776806,https://doi.org/10.2139/ssrn.4776806,model predictive control ensemble disagreement robot,,planning-control,4,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Chapter 2 Robot Navigation Position Time Series Predictive Control,2024,10.1051/978-2-7598-3509-6.c004,https://doi.org/10.1051/978-2-7598-3509-6.c004,model predictive control ensemble disagreement robot,,planning-control,4,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Chapter 6 Wearable Assistive Robot Time Series Predictive Control,2024,10.1051/978-2-7598-3509-6.c008,https://doi.org/10.1051/978-2-7598-3509-6.c008,model predictive control ensemble disagreement robot,,planning-control,4,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Augmenting Robot Teleoperation with Shared Autonomy via Model Predictive Control,2024,10.1109/telepresence63209.2024.10841639,https://doi.org/10.1109/telepresence63209.2024.10841639,model predictive control ensemble disagreement robot,,planning-control,4,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Chapter 3 Mobile Robot Power Time Series Predictive Control,2024,10.1051/978-2-7598-3509-6.c005,https://doi.org/10.1051/978-2-7598-3509-6.c005,model predictive control ensemble disagreement robot,,planning-control,4,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Chapter 2 Robot Navigation Position Time Series Predictive Control,2024,10.1051/978-2-7598-3510-2.c004,https://doi.org/10.1051/978-2-7598-3510-2.c004,model predictive control ensemble disagreement robot,,planning-control,4,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Chapter 6 Wearable Assistive Robot Time Series Predictive Control,2024,10.1051/978-2-7598-3510-2.c008,https://doi.org/10.1051/978-2-7598-3510-2.c008,model predictive control ensemble disagreement robot,,planning-control,4,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
